"","species","species_sensitivity","accession_id","sample_name","read_length","total_reads","sum_reads","taxon_abundance"
"8841","Prevotella intermedia",96.3675213675214,"NZ_CP024696.1","SI041_2","150",2340,1147703,0.2038855
"8842","Prevotella jejuni",97.5286849073257,"NZ_CP072363.1","SI041_2","150",1133,1147703,0.09871892
"8843","Prevotella melaninogenica",97.8668310727497,"AP018050.1","SI041_2","150",8110,1147703,0.70662881
"8844","Prevotella scopos",97.6812597335179,"NZ_CP072390.1","SI041_2","150",5779,1147703,0.50352748
"8845","uncultured Prevotella sp.",0,"NZ_CAJTJS010000001.1","SI041_2","150",4552,1147703,0.39661829
"8846","Segatella buccae",0,"NZ_UGTJ01000001.1","SI041_2","150",5393,1147703,0.46989509
"8847","Rothia dentocariosa",99.5463872988444,"NZ_CP079201.1","SI041_2","150",9259,1147703,0.80674181
"8848","Rothia mucilaginosa",100,"NZ_CP079822.1","SI041_2","150",14,1147703,0.00121983
"8849","uncultured Rothia sp.",0,"NZ_CAKAIK010000001.1","SI041_2","150",11513,1147703,1.00313409
"8850","Schaalia odontolytica",99.6638655462185,"NZ_CP102197.1","SI041_2","150",1190,1147703,0.10368536
"8851","Schaalia sp. Marseille-Q2122",0,"CAHJXR010000003.1","SI041_2","150",1678,1147703,0.14620507
"8852","Actinomyces naeslundii",91.5277263183895,"NZ_AP025697.1","SI041_2","150",8097,1147703,0.70549611
"8853","Selenomonas timonae",99.4785399117529,"NZ_CP060204.1","SI041_2","150",2493,1147703,0.21721647
"8854","Selenomonas sp. oral taxon 478",94.2054433713784,"NZ_CP012071.1","SI041_2","150",7973,1147703,0.69469192
"8855","Pseudostreptobacillus hongkongensis",0,"NZ_LOHY01000088.1","SI041_2","150",7333,1147703,0.63892836
"8856","Streptococcus australis",90.504876649455,"NZ_LS483444.1","SI041_2","150",3486,1147703,0.30373712
"8857","Streptococcus dysgalactiae",50.497949619215,"NZ_CP127842.1","SI041_2","150",1707,1147703,0.14873186
"8858","Streptococcus mitis",91.3334728909357,"NZ_CP012646.1","SI041_2","150",4777,1147703,0.41622266
"8859","Streptococcus oralis",90.0419625564881,"NZ_CP079724.1","SI041_2","150",6196,1147703,0.53986092
"8860","Streptococcus pneumoniae",95.2601470988831,"NZ_CP102583.1","SI041_2","150",3671,1147703,0.31985627
"8861","Streptococcus pseudopneumoniae",85.0574712643678,"NC_015875.1","SI041_2","150",4959,1147703,0.43208042
"8862","Streptococcus salivarius",83.6019098776485,"NZ_CP009913.1","SI041_2","150",6702,1147703,0.58394898
"8863","Streptococcus suis",94.1176470588235,"NZ_CP079193.1","SI041_2","150",340,1147703,0.02962439
"8864","uncultured Streptococcus sp.",0,"NZ_CAMNMG010000001.1","SI041_2","150",12161,1147703,1.05959469
"8865","Streptococcus constellatus",58.0133555926544,"NZ_CP029207.1","SI041_2","150",3594,1147703,0.31314722
"8866","Tobacco mosaic virus",100,"NC_001367.1","SI041_2","150",997,1147703,0.08686916
"8867","Treponema sp. OMZ 838",53.2989310726133,"NZ_CP009227.1","SI041_2","150",2713,1147703,0.2363852
"8868","uncultured Treponema sp.",0,"NZ_CALHUL010000006.1","SI041_2","150",7225,1147703,0.62951826
"8869","uncultured Mobiluncus sp.",0,"NZ_CAMUES010000001.1","SI041_2","150",287,1147703,0.02500647
"8870","uncultured Peptostreptococcus sp.",0,"NZ_CABPWA010000001.1","SI041_2","150",2784,1147703,0.24257147
"8871","Veillonella atypica",99.6155489107219,"NZ_CP020566.1","SI041_2","150",4682,1147703,0.40794526
"8872","Veillonella dispar",94.3833699780132,"NZ_LR134375.1","SI041_2","150",5003,1147703,0.43591417
"8873","Veillonella nakazawae",90.5263157894737,"NZ_AP022321.1","SI041_2","150",95,1147703,0.0082774
"8874","Veillonella parvula",99.1089509923046,"NZ_CP019721.1","SI041_2","150",2469,1147703,0.21512534
"8875","Veillonella sp.",0,"NZ_JAGZUH010000001.1","SI041_2","150",1221,1147703,0.10638641
"8876","Shewanella putrefaciens",56.3519226897524,"NZ_CP028435.1","SI041_2","150",4967,1147703,0.43277747
"8877","Pseudomonas aeruginosa",51.987529228371,"NZ_CP133094.1","SI041_2","150",1283,1147703,0.1117885
"8878","Pseudomonas fluorescens",96.3513513513514,"NZ_CP117438.1","SI041_2","150",1480,1147703,0.12895322
"8879","Stutzerimonas stutzeri",91.185647425897,"NZ_CP076348.1","SI041_2","150",1282,1147703,0.11170137
"8880","Ralstonia pickettii",0,"CP006667.1","SI041_2","150",4175,1147703,0.36377007
"8881","Burkholderia glumae",99.1463414634146,"NZ_CP033672.1","SI041_2","150",5740,1147703,0.50012939
"8882","Burkholderia gladioli",99.6900426191399,"NZ_CP009323.1","SI041_2","150",5162,1147703,0.44976793
"8883","Burkholderia thailandensis",96.840063883185,"NZ_NBSQ01000002.1","SI041_2","150",8766,1147703,0.76378645
"8884","Burkholderia cenocepacia",62.5691233795667,"NZ_CP019668.1","SI041_2","150",11031,1147703,0.96113716
"8885","Legionella longbeachae",99.3646620659437,"NZ_CP020894.3","SI041_2","150",9129,1147703,0.79541484
"8886","Legionella feeleii",0,"NZ_UGNY01000001.1","SI041_2","150",2049,1147703,0.17853051
"8887","Legionella maceachernii",0,"NZ_UHIB01000001.1","SI041_2","150",9567,1147703,0.83357802
"8888","Legionella anisa",97.5468772028761,"NZ_CP082852.1","SI041_2","150",7093,1147703,0.61801703
"8889","Legionella wadsworthii",0,"NZ_UGPB01000001.1","SI041_2","150",6867,1147703,0.59832552
"8890","Acinetobacter baumannii",17.8256963162624,"NZ_CP132214.1","SI041_2","150",5565,1147703,0.48488154
"8891","Acinetobacter lwoffii",65.2449245669585,"NZ_CP080636.1","SI041_2","150",5369,1147703,0.46780395
"8892","Achromobacter denitrificans",98.9720998531571,"NZ_CP053987.1","SI041_2","150",1362,1147703,0.11867182
"8893","Acinetobacter pittii",70.132946210269,"NZ_CP095407.1","SI041_2","150",13088,1147703,1.14036471
"8894","Acinetobacter nosocomialis",89.123595505618,"NZ_CP095867.1","SI041_2","150",6675,1147703,0.58159646
"8895","Bordetella bronchiseptica",36.4560236511456,"NZ_CP132330.1","SI041_2","150",5412,1147703,0.47155057
"8896","Bordetella parapertussis",36.0383944153578,"NZ_CP071602.1","SI041_2","150",3438,1147703,0.29955485
"8897","Bordetella holmesii",98.2678983833718,"NZ_CP071603.1","SI041_2","150",5196,1147703,0.45273037
"8898","Bordetella petrii",95.5209210895816,"AM902716.1","SI041_2","150",7122,1147703,0.62054382
"8899","Bordetella hinzii",99.6544916090819,"NZ_CP021395.1","SI041_2","150",6078,1147703,0.52957952
"8900","Brucella anthropi",72.040946896993,"NZ_UGSA01000001.1","SI041_2","150",3126,1147703,0.27237012
"8901","Chromobacterium violaceum",99.2402050530941,"NZ_CP050992.1","SI041_2","150",10924,1147703,0.95181419
"8902","Eikenella corrodens",99.5781399808245,"NZ_CP034670.1","SI041_2","150",5215,1147703,0.45438585
"8903","Citrobacter koseri",80.3567005201883,"NZ_CP023527.1","SI041_2","150",4037,1147703,0.35174605
"8904","Citrobacter freundii",5.73188062529607,"NZ_CP071265.1","SI041_2","150",8444,1147703,0.73573041
"8905","Pantoea agglomerans",98.5566566135286,"NZ_CP099728.1","SI041_2","150",4642,1147703,0.40446004
"8906","Hafnia alvei",89.6121375260002,"NZ_CP036514.1","SI041_2","150",8173,1147703,0.71211803
"8907","Klebsiella oxytoca",93.4579439252336,"NZ_CP129616.1","SI041_2","150",1177,1147703,0.10255266
"8908","Klebsiella variicola",31.9429778247096,"NZ_CP129982.1","SI041_2","150",1894,1147703,0.16502527
"8909","Klebsiella quasipneumoniae",40.0544546967176,"NZ_CP031257.1","SI041_2","150",6611,1147703,0.5760201
"8910","Raoultella planticola",93.4476474486415,"NZ_CP074182.1","SI041_2","150",12072,1147703,1.05184007
"8911","Raoultella ornithinolytica",30.6113138686131,"NZ_CP132041.1","SI041_2","150",4384,1147703,0.38198036
"8912","Proteus vulgaris",94.4546167930944,"NZ_CP126335.1","SI041_2","150",3823,1147703,0.33310011
"8913","Proteus penneri",91.9599851796962,"NZ_CP059690.1","SI041_2","150",2699,1147703,0.23516537
"8914","Providencia stuartii",29.8133818843878,"NZ_CP119546.1","SI041_2","150",2197,1147703,0.19142583
"8915","Serratia marcescens",88.7278180454886,"NZ_CP063229.1","SI041_2","150",8002,1147703,0.69721871
"8916","Aeromonas sobria",0,"NZ_JAGDEP010000001.1","SI041_2","150",4471,1147703,0.38956071
"8917","Pediococcus acidilactici",95.9109042553192,"NZ_CP126697.1","SI041_2","150",6016,1147703,0.52417742
"8918","Kytococcus sedentarius",99.4169096209913,"NZ_CP066015.1","SI041_2","150",1372,1147703,0.11954312
"8919","Enterococcus faecium",18.1361607142857,"NZ_CP102534.1","SI041_2","150",3584,1147703,0.31227591
"8920","Bacillus thuringiensis",7.56302521008403,"NZ_CP010106.1","SI041_2","150",1190,1147703,0.10368536
"8921","Eubacterium limosum",92.1903284199638,"NZ_CP019962.1","SI041_2","150",3867,1147703,0.33693386
"8922","[Eubacterium] brachy",0,"CAKAGO010000001.1","SI041_2","150",4111,1147703,0.35819371
"8923","[Eubacterium] nodatum",0,"AZKM01000008.1","SI041_2","150",8062,1147703,0.70244654
"8924","Mycobacterium kansasii",99.7951184749688,"NZ_CP089216.1","SI041_2","150",11226,1147703,0.97812762
"8925","Mycobacterium gordonae",99.1150442477876,"NZ_CP070973.1","SI041_2","150",226,1147703,0.01969151
"8926","Mycobacterium scrofulaceum",0,"NZ_MVIJ01000001.1","SI041_2","150",2947,1147703,0.25677375
"8927","Mycobacterium szulgai",0,"NZ_LQPW01000031.1","SI041_2","150",1651,1147703,0.14385255
"8928","Mycobacterium parascrofulaceum",0,"ADNV01000327.1","SI041_2","150",3661,1147703,0.31898496
"8929","Mycobacteroides chelonae",98.6258702821546,"NZ_CP050145.1","SI041_2","150",5458,1147703,0.47555857
"8930","Mycobacteroides abscessus",98.3104066985646,"NZ_CP119724.1","SI041_2","150",6688,1147703,0.58272916
"8931","Mycobacteroides immunogenum",96.9040247678019,"NZ_CP120507.1","SI041_2","150",323,1147703,0.02814317
"8932","Nocardia otitidiscaviarum",99.84375,"NZ_CP041695.1","SI041_2","150",640,1147703,0.05576356
"8933","Nocardia farcinica",99.8041410184667,"NZ_CP031418.1","SI041_2","150",3574,1147703,0.31140461
"8934","Nocardia nova",99.9834683418747,"NZ_CP006850.1","SI041_2","150",6049,1147703,0.52705273
"8935","Nocardia transvalensis",0,"NZ_JACHIT010000001.1","SI041_2","150",6251,1147703,0.5446531
"8936","Nocardia beijingensis",0,"NZ_JADLRZ010000001.1","SI041_2","150",2471,1147703,0.2152996
"8937","Nocardia abscessus",0,"NZ_JAJFOF010000001.1","SI041_2","150",6504,1147703,0.56669713
"8938","Nocardia veterana",0,"NZ_JAAXPE010000001.1","SI041_2","150",3890,1147703,0.33893786
"8939","Nocardia cyriacigeorgica",99.1634132738427,"NZ_AP026979.1","SI041_2","150",1793,1147703,0.15622509
"8940","Nocardia arthritidis",99.7481108312343,"NZ_CP046172.1","SI041_2","150",397,1147703,0.03459083
"8941","Gordonia bronchialis",98.5028324790936,"NZ_CP046320.1","SI041_2","150",7414,1147703,0.64598594
"8942","Gordonia araii",0,"NZ_JABELY010000001.1","SI041_2","150",2516,1147703,0.21922048
"8943","Cardiobacterium hominis",99.8850838887612,"NZ_LR134365.1","SI041_2","150",4351,1147703,0.37910505
"8944","Cardiobacterium valvarum",0,"NZ_UFUW01000001.1","SI041_2","150",8274,1147703,0.72091822
"8945","Sphingomonas paucimobilis",98.1966305465475,"NZ_CP035765.1","SI041_2","150",12643,1147703,1.10159161
"8946","Cronobacter sakazakii",95.609756097561,"NZ_CP059045.1","SI041_2","150",2460,1147703,0.21434117
"8947","Dolosigranulum pigrum",99.5373430270985,"NZ_CP040423.1","SI041_2","150",3026,1147703,0.26365706
"8948","Dialister pneumosintes",100,"NZ_CP017037.1","SI041_2","150",3860,1147703,0.33632394
"8949","Stenotrophomonas maltophilia",96.1599158337717,"NZ_CP090423.1","SI041_2","150",1901,1147703,0.16563519
"8950","Prescottella equi",99.5203410907799,"NZ_CP121763.1","SI041_2","150",5629,1147703,0.4904579
"8951","Tsukamurella pulmonis",99.6979812430456,"NZ_AP025457.1","SI041_2","150",6291,1147703,0.54813832
"8952","Tsukamurella tyrosinosolvens",99.7595511621694,"NZ_CP019066.1","SI041_2","150",3743,1147703,0.32612967
"8953","Delftia acidovorans",74.2989452019552,"NZ_CP058970.1","SI041_2","150",3887,1147703,0.33867647
"8954","Leclercia adecarboxylata",79.8556998556999,"NZ_CP083630.1","SI041_2","150",3465,1147703,0.30190737
"8955","Slackia exigua",0,"NZ_UGGM01000001.1","SI041_2","150",11421,1147703,0.99511807
"8956","Williamsia muralis",0,"NZ_RBKV01000001.1","SI041_2","150",3223,1147703,0.28082178
"8957","Pandoraea pulmonicola",99.6802777016534,"NZ_CP010310.2","SI041_2","150",10947,1147703,0.95381819
"8958","Ureaplasma parvum",96.4623955431755,"NZ_AP018561.1","SI041_2","150",3590,1147703,0.31279869
"8959","Enterobacter hormaechei",4.10221923335575,"NZ_CP114997.1","SI041_2","150",1487,1147703,0.12956314
"8960","Hoylesella pleuritidis",0,"NZ_AWET01000008.1","SI041_2","150",6396,1147703,0.55728703
"8961","Cytomegalovirus mandrillinebeta1",100,"NC_075417.1","SI041_2","150",2730,1147703,0.23786642
"8962","Erythroparvovirus primate1",100,"NC_000883.2","SI041_2","150",5349,1147703,0.46606134
"8963","Rubivirus rubellae",100,"NC_076948.1","SI041_2","150",7852,1147703,0.68414912
"8964","Human coronavirus 229E",100,"NC_028752.1","SI041_2","150",587,1147703,0.05114564
"8965","Betacoronavirus 1",100,"NC_006213.1","SI041_2","150",8475,1147703,0.73843146
"8966","Human coronavirus NL63",100,"NC_005831.2","SI041_2","150",3186,1147703,0.27759795
"8967","Human coronavirus HKU1",100,"NC_006577.2","SI041_2","150",879,1147703,0.07658776
"8968","Human mastadenovirus B",100,"NC_011202.1","SI041_2","150",2043,1147703,0.17800772
"8969","Human mastadenovirus C",100,"AC_000017.1","SI041_2","150",8299,1147703,0.72309648
"8970","Human mastadenovirus E",100,"NC_017825.1","SI041_2","150",5274,1147703,0.45952655
"8971","Bocaparvovirus primate1",100,"OP255990.1","SI041_2","150",1061,1147703,0.09244552
"8972","Parechovirus A",14.778247923523,"OQ689803.1","SI041_2","150",6381,1147703,0.55598007
"8973","Orthorubulavirus laryngotracheitidis",100,"NC_003443.1","SI041_2","150",3634,1147703,0.31663244
"8974","Orthorubulavirus hominis",100,"NC_021928.1","SI041_2","150",5958,1147703,0.51912385
"8975","Orthorubulavirus mammalis",100,"OR043657.1","SI041_2","150",1290,1147703,0.11239842
"8976","Orthorubulavirus parotitidis",100,"NC_002200.1","SI041_2","150",11799,1147703,1.02805342
"8977","Actinomyces graevenitzii",0,"CP097095.1","SI041_2","300",1570,1143880,0.13725216
"8978","Actinomyces pacaensis",100,"NZ_LT635457.1","SI041_2","300",6409,1143880,0.56028604
"8979","uncultured Actinomyces sp.",0,"NZ_CAKAHJ010000001.1","SI041_2","300",4941,1143880,0.4319509
"8980","Actinomyces israelii",100,"NZ_CP124548.1","SI041_2","300",74,1143880,0.00646921
"8981","Schaalia meyeri",99.9694002447981,"NZ_CP012072.1","SI041_2","300",3268,1143880,0.2856943
"8982","Pseudoprevotella muciniphila",99.9260245598461,"NZ_CP033459.1","SI041_2","300",6759,1143880,0.59088366
"8983","Alloprevotella tannerae",0,"CAKAFU010000002.1","SI041_2","300",1551,1143880,0.13559115
"8984","Aliarcobacter cryaerophilus",99.7716668321255,"NZ_CP032823.1","SI041_2","300",10073,1143880,0.88059936
"8985","Bacteroides fragilis",97.1428571428571,"NZ_CP036550.1","SI041_2","300",700,1143880,0.06119523
"8986","Bacteroides sp. PHL 2737",1.58610271903323,"NZ_CP040630.1","SI041_2","300",5296,1143880,0.46298563
"8987","Bifidobacterium longum",89.4194248507868,"NZ_CP102541.1","SI041_2","300",3686,1143880,0.3222366
"8988","Campylobacter concisus",100,"NZ_CP049272.1","SI041_2","300",32,1143880,0.0027975
"8989","Campylobacter hominis",99.9121265377856,"NZ_CP082871.1","SI041_2","300",4552,1143880,0.39794384
"8990","Campylobacter showae",99.7715264886477,"NZ_CP012544.1","SI041_2","300",7003,1143880,0.61221457
"8991","uncultured Campylobacter sp.",0,"NZ_CALGPY010000005.1","SI041_2","300",10502,1143880,0.9181033
"8992","Capnocytophaga gingivalis",99.896779521057,"NZ_CP022386.1","SI041_2","300",4844,1143880,0.42347099
"8993","Capnocytophaga leadbetteri",97.836916622968,"NZ_CP022384.1","SI041_2","300",7628,1143880,0.66685317
"8994","Capnocytophaga sputigena",100,"NZ_CP022379.1","SI041_2","300",812,1143880,0.07098647
"8995","Catonella morbi",0,"ACIL03000013.1","SI041_2","300",4473,1143880,0.39103752
"8996","Citrus exocortis viroid",100,"NC_001464.1","SI041_2","300",2411,1143880,0.21077386
"8997","Corynebacterium tuberculostearicum",97.7721427277667,"NZ_CP073092.1","SI041_2","300",5521,1143880,0.48265552
"8998","Corynebacterium pseudotuberculosis",99.8146088246199,"NZ_CP101133.1","SI041_2","300",2697,1143880,0.23577648
"8999","Corynebacterium pseudodiphtheriticum",97.3515472539727,"NZ_CP100372.1","SI041_2","300",3587,1143880,0.31358184
"9000","Corynebacterium jeikeium",95.9260814783704,"NZ_CP063195.1","SI041_2","300",4762,1143880,0.41630241
"9001","Corynebacterium propinquum",98.8897700237906,"NZ_CP100361.1","SI041_2","300",2522,1143880,0.22047767
"9002","Corynebacterium striatum",96.2264150943396,"NZ_CP024931.1","SI041_2","300",3180,1143880,0.27800119
"9003","Corynebacterium ulcerans",84.6902862505866,"NZ_AP027140.1","SI041_2","300",8524,1143880,0.74518306
"9004","Enterovirus B",33.6219214928133,"NC_001472.1","SI041_2","300",23794,1143880,2.0801133
"9005","Human rhinovirus sp.",0,"MT157224.1","SI041_2","300",1454,1143880,0.12711124
"9006","Rhinovirus A",100,"NC_038311.1","SI041_2","300",9345,1143880,0.81695632
"9007","Rhinovirus C",100,"NC_009996.1","SI041_2","300",5843,1143880,0.51080533
"9008","Enterovirus B",33.6219214928133,"OQ842458.1","SI041_2","300",23794,1143880,2.0801133
"9009","Enterovirus B",33.6219214928133,"NC_038307.1","SI041_2","300",23794,1143880,2.0801133
"9010","Enterovirus B",33.6219214928133,"OQ842451.1","SI041_2","300",23794,1143880,2.0801133
"9011","Enterovirus B",33.6219214928133,"OQ919261.1","SI041_2","300",23794,1143880,2.0801133
"9012","Enterovirus A",20.1016949152542,"OQ842410.1","SI041_2","300",5900,1143880,0.51578837
"9013","Enterovirus D",100,"NC_038308.1","SI041_2","300",6549,1143880,0.57252509
"9014","Enterovirus B",33.6219214928133,"JQ041368.1","SI041_2","300",23794,1143880,2.0801133
"9015","Enterovirus B",33.6219214928133,"EF174468.1","SI041_2","300",23794,1143880,2.0801133
"9016","Rhinovirus B",100,"NC_038312.1","SI041_2","300",676,1143880,0.05909711
"9017","Escherichia virus ECH1",0,"MN164484.2","SI041_2","300",3254,1143880,0.2844704
"9018","Fusobacterium necrophorum",100,"NZ_CP018196.1","SI041_2","300",976,1143880,0.08532364
"9019","Fusobacterium nucleatum",94.0922190201729,"NZ_CP028101.1","SI041_2","300",694,1143880,0.0606707
"9020","Fusobacterium pseudoperiodonticum",98.7981258912202,"NZ_CP024703.1","SI041_2","300",4909,1143880,0.42915341
"9021","uncultured Fusobacterium sp.",0,"NZ_CAKOJV010000001.1","SI041_2","300",188,1143880,0.01643529
"9022","Gemella haemolysans",99.8317914213625,"NZ_CP083637.1","SI041_2","300",1189,1143880,0.10394447
"9023","Gemella morbillorum",95.7809503515875,"NZ_CP046314.1","SI041_2","300",4693,1143880,0.41027031
"9024","Georgenia yuyongxinii",100,"NZ_CP040915.1","SI041_2","300",6624,1143880,0.57908172
"9025","Haemophilus haemolyticus",98.8113496932515,"NZ_CP031243.1","SI041_2","300",2608,1143880,0.22799594
"9026","Haemophilus influenzae",97.2879399884593,"NZ_AP018768.1","SI041_2","300",1733,1143880,0.15150191
"9027","Haemophilus parahaemolyticus",99.6842936069455,"NZ_CP038817.1","SI041_2","300",10136,1143880,0.88610693
"9028","Haemophilus parainfluenzae",99.5757678601731,"NZ_CP035368.2","SI041_2","300",5893,1143880,0.51517642
"9029","Haemophilus pittmaniae",99.6577686516085,"NZ_LT906463.1","SI041_2","300",2922,1143880,0.25544638
"9030","Metapneumovirus hominis",100,"NC_039199.1","SI041_2","300",658,1143880,0.05752352
"9031","Orthopneumovirus hominis",59.1228495275018,"NC_001781.1","SI041_2","300",4127,1143880,0.36078959
"9032","Orthopneumovirus hominis",59.1228495275018,"MG027862.1","SI041_2","300",4127,1143880,0.36078959
